"","cv_metric_AUC","Accuracy","Kappa","Mean_F1","Mean_Sensitivity","Mean_Specificity","Mean_Pos_Pred_Value","Mean_Neg_Pred_Value","Mean_Precision","Mean_Recall","Mean_Detection_Rate","Mean_Balanced_Accuracy","method","seed","split","algorithm"
"149",0.68687147622351,0.530612244897959,0.0221258134490237,NA,NA,0.75531914893617,NA,NA,NA,NA,0.13265306122449,NA,"rf",2021,"split_49","optifit"
"150",0.688338404381305,0.540816326530612,0.0442132639791939,NA,NA,0.76063829787234,NA,NA,NA,NA,0.135204081632653,NA,"rf",2021,"split_50","optifit"
"151",0.667052460105311,0.581632653061224,0.0271186440677965,NA,NA,0.755952380952381,NA,NA,NA,NA,0.145408163265306,NA,"rf",2021,"split_51","optifit"
"152",0.663760392993277,0.530612244897959,0,NA,NA,0.75,NA,NA,NA,NA,0.13265306122449,NA,"rf",2021,"split_52","optifit"
"153",0.689641445706538,0.561224489795918,0,NA,NA,0.75,NA,NA,NA,NA,0.14030612244898,NA,"rf",2021,"split_53","optifit"
"154",0.711777383838527,0.510204081632653,0,NA,NA,0.75,NA,NA,NA,NA,0.127551020408163,NA,"rf",2021,"split_54","optifit"
"155",0.708020988282374,0.489795918367347,0,NA,NA,0.75,NA,NA,NA,NA,0.122448979591837,NA,"rf",2021,"split_55","optifit"
"156",0.717022817342047,0.540816326530612,0.0230394328754983,NA,NA,0.755434782608696,NA,NA,NA,NA,0.135204081632653,NA,"rf",2021,"split_56","optifit"
"157",0.691798163628657,0.469387755102041,0,NA,NA,0.75,NA,NA,NA,NA,0.11734693877551,NA,"rf",2021,"split_57","optifit"
"158",0.688226343608483,0.530612244897959,-0.00940438871473362,NA,NA,0.747673903411608,NA,NA,NA,NA,0.13265306122449,NA,"rf",2021,"split_58","optifit"
"159",0.703196504103489,0.469387755102041,0,NA,NA,0.75,NA,NA,NA,NA,0.11734693877551,NA,"rf",2021,"split_59","optifit"
"160",0.687524499267059,0.510204081632653,0,NA,NA,0.75,NA,NA,NA,NA,0.127551020408163,NA,"rf",2021,"split_60","optifit"
"161",0.698218272869991,0.489795918367347,0,NA,NA,0.75,NA,NA,NA,NA,0.122448979591837,NA,"rf",2021,"split_61","optifit"
"162",0.702750674992948,0.469387755102041,0.0333839150227619,NA,NA,0.759259259259259,NA,NA,NA,NA,0.11734693877551,NA,"rf",2021,"split_62","optifit"
"163",0.702222993834265,0.551020408163265,0,NA,NA,0.75,NA,NA,NA,NA,0.137755102040816,NA,"rf",2021,"split_63","optifit"
